timestamp,cause,delay,line,message
2015-08-27 18:01:00,expressed,0,red,A Shady Grove-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.
2015-08-27 20:10:00,door problem,7,red,A Glenmont-bound Red Line train at Silver Spring was offloaded due to a door problem. Passengers experienced a 7-minute delay.
2015-08-26 06:58:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-08-26 07:10:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-08-26 07:19:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-08-26 07:36:00,door problem,6,green,A Branch Avenue-bound Green Line train at Fort Totten was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2015-08-26 07:57:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-08-26 08:17:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2015-08-26 09:01:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-08-26 09:13:00,did not operate,12,yellow,"A Franconia-Springfield-bound Yellow Line train at Greenbelt did not operate, resulting in a 12-minute gap in service."
2015-08-26 09:15:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-08-26 09:22:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Mt. Vernon Square was rerouted to Greenbelt for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-08-26 09:30:00,equipment problem,12,green,A Branch Avenue-bound Green Line train at Waterfront was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.
2015-08-26 09:36:00,expressed,0,yellow,A Greenbelt-bound Yellow Line train at Georgia Avenue-Petworth was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-08-26 10:44:00,brake problem,18,red,A Shady Grove-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced an 18-minute delay.
2015-08-26 15:17:00,equipment problem,6,silver,A Largo Town Center-bound Silver Line train at Wiehle-Reston East was delayed 6 minutes due to an equipment problem.
2015-08-26 14:22:00,operational problem,7,blue,A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 7 minutes due to an operational problem.
2015-08-26 15:33:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-08-26 15:53:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-08-26 16:05:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-08-26 16:21:00,expressed,0,red,A Shady Grove-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.
2015-08-26 16:53:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-08-26 16:55:00,brake problem,9,orange,A New Carrollton-bound Orange Line train at Federal Triangle was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2015-08-26 16:58:00,did not operate,6,silver,"A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service."
2015-08-26 17:04:00,did not operate,6,silver,"A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service."
2015-08-26 17:08:00,expressed,0,silver,A Wiehle-Reston East-bound Silver Line train at Greensboro was expressed for schedule adherence/improved train spacing.
2015-08-26 17:18:00,did not operate,6,red,"A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service."
2015-08-26 17:32:00,did not operate,6,red,"A Silver Spring-bound Red Line train at Grosvenor did not operate, resulting in a 6-minute gap in service."
2015-08-26 18:01:00,equipment problem,4,blue,A Largo Town Center-bound Blue Line train at Braddock Road was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.
2015-08-26 18:05:00,expressed,0,red,A Glenmont-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.
2015-08-26 18:29:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Deanwood was expressed for schedule adherence/improved train spacing.
2015-08-26 18:30:00,expressed,0,red,A Glenmont-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.
2015-08-26 18:37:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2015-08-26 18:41:00,did not operate,6,yellow,"A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 6-minute gap in service."
2015-08-26 20:29:00,signal problem,36,silver,A Largo Town Center-bound Silver Line train at East Falls Church was delayed 36 minutes due to a signal problem.
2015-08-26 20:29:00,signal problem,22,orange,A New Carrollton-bound Orange Line train at East Falls Church was delayed 22 minutes due to a signal problem.
2015-08-26 20:58:00,equipment problem,4,red,A Glenmont-bound Red Line train at NoMa-Gallaudet was delayed 4 minutes due to an equipment problem.
2015-08-25 05:09:00,track problem,4,silver,A Largo Town Center-bound Silver Line train at Wiehle-Reston East was delayed 4 minutes due to late clearing track work.
2015-08-25 06:37:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Van Dorn Street was expressed for schedule adherence/improved train spacing.
2015-08-25 06:45:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-08-25 07:01:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2015-08-25 07:39:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-08-25 07:57:00,expressed,0,red,A Shady Grove-bound Red Line train at Rockville was expressed for schedule adherence/improved train spacing.
2015-08-25 08:25:00,equipment problem,5,red,A Grosvenor-Strathmore-bound Red Line train at Farragut North was offloaded due to an equipment problem. Passengers experienced a 5-minute delay.
2015-08-25 08:40:00,expressed,0,red,A Shady Grove-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.
2015-08-25 08:50:00,brake problem,4,red,A Glenmont-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 4-minute delay.
2015-08-25 09:09:00,operational problem,5,red,A Shady Grove-bound Red Line train at Brookland did not service the station due to an operational problem. Passengers experienced a 5-minute delay.
2015-08-25 09:15:00,operational problem,6,red,A Glenmont-bound Red Line train at Rockville did not service the station due to an operational problem. Passengers experienced a 6-minute delay.
2015-08-25 09:40:00,brake problem,6,red,A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-08-25 10:21:00,brake problem,12,silver,A Wiehle-Reston East-bound Silver Line train at Ballston was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced a 12-minute delay.
2015-08-25 11:04:00,track problem,12,orange,A Vienna-bound Orange Line train at West Falls Church was offloaded and used to recover a disabled no-passenger train. Several trains were single tracked around the incident train. Passengers experienced a 12-minute delay.
2015-08-25 13:59:00,brake problem,12,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2015-08-25 15:25:00,expressed,0,red,A Shady Grove-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.
2015-08-25 15:29:00,expressed,0,red,A Shady Grove-bound Red Line train at Tenleytown was expressed for schedule adherence/improved train spacing.
2015-08-25 15:40:00,did not operate,6,silver,"A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service."
2015-08-25 15:52:00,did not operate,6,silver,"A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service."
2015-08-25 15:53:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-08-25 16:04:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-08-25 16:05:00,did not operate,6,silver,"A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service."
2015-08-25 16:08:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.
2015-08-25 16:25:00,expressed,0,red,A Glenmont-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.
2015-08-25 16:33:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Court House was expressed for schedule adherence/improved train spacing.
2015-08-25 16:27:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-08-25 16:37:00,equipment problem,6,yellow,A Huntington-bound Yellow Line train at King Street was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2015-08-25 16:51:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-08-25 16:57:00,equipment problem,6,orange,A Vienna-bound Orange Line train at Foggy Bottom was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2015-08-25 16:58:00,expressed,0,red,A Glenmont-bound Red Line train at Friendship Heights was expressed for schedule adherence/improved train spacing.
2015-08-25 17:07:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2015-08-25 17:24:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.
2015-08-25 17:46:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2015-08-25 18:04:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-08-25 18:20:00,expressed,0,orange,A Vienna-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2015-08-25 18:50:00,brake problem,6,red,A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-08-24 05:41:00,did not operate,6,yellow,"A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
